prefix,truth,prediction
"package com.molicloud.mqr.plugin.core.message;

/**
 * 组合消息，可以与其它组合消息一起使用<br/>
 *
 * 比如：At消息，文本消息，图片消息等
 *
 * @author feitao yyimba@qq.com
 * @since 2020/11/27 4:50 下午
 */
","public class Make {
",public class CompositeMessage extends Message {
"package com.kleegroup.tagtrends.tools;

import java.util.Iterator;

public class JSONBuilder {
	private Iterator it;
	
	public JSONBuilder(Iterator iterator){
		this.it = iterator;
	}
	
	public String JSONArrayFromIterator(){
		StringBuilder sb = new StringBuilder();
		sb.append('[');
		while(it.hasNext()){
			sb.append(it.next()+"","");
		}
		// on enlève la virgule
","		sb.deleteCharAt(sb.length()-1);
",sb.deleteCharAt(sb.length()-1);
"import java.lang.Thread;

public class helloWorld extends Thread
{
	private int threadID;
	public 	helloWorld( int id )
	{
		this.threadID = id;
	}
	
	//código executado pela thread 
","	public void run()
",public void run()
"package org.oop.controller;

import org.oop.view.segreteria.Segreteria;


/**
 * Gestisce la vista della segreteria
 */
","public class SegreteriaController {
",public class SegreteriaController {
"
import java.util.Random;
import javax.swing.JButton;
import javax.swing.JFrame;

/**
 * Classe com métodos estáticos para movimentar botão nas 4 direções
 * @author laboratorio
 */
","public class Movimenta {
",public class Movimentacao {
"
import java.util.Random;
import javax.swing.JButton;
import javax.swing.JFrame;

/**
 * Classe com métodos estáticos para movimentar botão nas 4 direções
 * @author laboratorio
 */
public class Movimenta {
    /**
     * Método estático que leva o botão 5 pixels para cima
     * @param botao 
     */
","    public static void irCima(JButton botao) {
",public static void cima(JButton botao){
"package kr.opensoftlab.oslops.adm.adm5000.adm5100.service;

import java.util.List;
import java.util.Map;

import kr.opensoftlab.oslops.adm.adm5000.adm5000.vo.Adm5000VO;
import kr.opensoftlab.oslops.adm.adm5000.adm5100.vo.Adm5100VO;
import kr.opensoftlab.sdf.excel.ExcelDataListResultHandler;

public interface Adm5100Service {
	
	/**
	 * 시스템 사용 이력 로그 목록을 조회한다.
	 * @param adm5100VO
	 * @return List 로그인 이력 로그 목록
	 * @throws Exception
	 */
","	List<Adm5100VO> selectAdm5100List(Adm5100VO adm5100VO) throws Exception;
",List<Adm5100VO> selectAdm5100List(Adm5100VO adm5100VO) throws Exception;
"package kr.opensoftlab.oslops.adm.adm5000.adm5100.service;

import java.util.List;
import java.util.Map;

import kr.opensoftlab.oslops.adm.adm5000.adm5000.vo.Adm5000VO;
import kr.opensoftlab.oslops.adm.adm5000.adm5100.vo.Adm5100VO;
import kr.opensoftlab.sdf.excel.ExcelDataListResultHandler;

public interface Adm5100Service {
	
	/**
	 * 시스템 사용 이력 로그 목록을 조회한다.
	 * @param adm5100VO
	 * @return List 로그인 이력 로그 목록
	 * @throws Exception
	 */
	List<Adm5100VO> selectAdm5100List(Adm5100VO adm5100VO) throws Exception;
	
	
	/**
	 *  시스템 사용 이력 로그 목록 총건수를 조회한다.
	 * @param adm5100VO
	 * @return  int 로그인 이력 로그 목록 총건수 
	 * @throws Exception
	 */
","	int selectAdm5100ListCnt(Adm5100VO adm5100VO) throws Exception;
",int selectAdm5100ListCnt(Adm5100VO adm5100VO) throws Exception;
"package kr.opensoftlab.oslops.adm.adm5000.adm5100.service;

import java.util.List;
import java.util.Map;

import kr.opensoftlab.oslops.adm.adm5000.adm5000.vo.Adm5000VO;
import kr.opensoftlab.oslops.adm.adm5000.adm5100.vo.Adm5100VO;
import kr.opensoftlab.sdf.excel.ExcelDataListResultHandler;

public interface Adm5100Service {
	
	/**
	 * 시스템 사용 이력 로그 목록을 조회한다.
	 * @param adm5100VO
	 * @return List 로그인 이력 로그 목록
	 * @throws Exception
	 */
	List<Adm5100VO> selectAdm5100List(Adm5100VO adm5100VO) throws Exception;
	
	
	/**
	 *  시스템 사용 이력 로그 목록 총건수를 조회한다.
	 * @param adm5100VO
	 * @return  int 로그인 이력 로그 목록 총건수 
	 * @throws Exception
	 */
	int selectAdm5100ListCnt(Adm5100VO adm5100VO) throws Exception;


	void selectAdm5100ExcelList(Adm5100VO adm5100vo,
			ExcelDataListResultHandler resultHandler) throws Exception;	
	//시스템 사용이력 쌓기
","	void insertAdm5100AuthLoginLog(Adm5100VO adm5100vo) throws Exception;
",void insertAdm5100(Adm5100VO adm5100VO) throws Exception;
"package es.map.ipsc.utils;

import java.security.cert.X509Certificate;

/**
 * El Class CertificadoHolder.
 */
public class CertificadoHolder {
	
	/** el certificado TL. */
	private static ThreadLocal<X509Certificate> certificadoTL = new ThreadLocal<X509Certificate>();
	
	/**
	 * Establece el certificado.
	 *
	 * @param certificado el nuevo certificado
	 */
	public static void setCertificado(X509Certificate certificado) {
		certificadoTL.set(certificado);
	}
	
	/**
	 * Obtiene el certificado.
	 *
	 * @return el certificado
	 */
","	public static X509Certificate getCertificado() {
",public static X509Certificate getCertificado() {
"package es.map.ipsc.utils;

import java.security.cert.X509Certificate;

/**
 * El Class CertificadoHolder.
 */
public class CertificadoHolder {
	
	/** el certificado TL. */
","	private static ThreadLocal<X509Certificate> certificadoTL = new ThreadLocal<X509Certificate>();
",private X509Certificate certificadoTL;
"package es.map.ipsc.utils;

import java.security.cert.X509Certificate;

/**
 * El Class CertificadoHolder.
 */
public class CertificadoHolder {
	
	/** el certificado TL. */
	private static ThreadLocal<X509Certificate> certificadoTL = new ThreadLocal<X509Certificate>();
	
	/**
	 * Establece el certificado.
	 *
	 * @param certificado el nuevo certificado
	 */
","	public static void setCertificado(X509Certificate certificado) {
",public static void setCertificado(X509Certificate certificado) {
"public class knapsack {

    // w表示重量，v表示价值，W为背包容量
","    // w，v下标从1开始
","public static int knapsack(int[] w, int[] v, int W) {"
"public class knapsack {

    // w表示重量，v表示价值，W为背包容量
    // w，v下标从1开始
","    public static int knap_01_1(int W,int[] w, int[] v) {
","public static int knapsack(int[] w, int[] v, int W) {"
"package org.yunshanmc.lmc.core.bungee;

import org.junit.Assert;
import org.junit.Test;

/**
 * 用于避免因为没有测试用例导致无法生成测试覆盖率报告的错误，
 * 这边写了测试用例之后就可以删了
 */
","public class TempTest {
",public class Test {
"package cn.nukkit.utils.collection;

import cn.nukkit.api.PowerNukkitXOnly;
import cn.nukkit.api.Since;

import java.lang.annotation.*;

/**
 * 声明此操作将会解冻可冻结数组
 */
","@Retention(RetentionPolicy.SOURCE)
",@Documented
"package modtools.utils.reflect;

import modtools.utils.ui.ReflectTools.MarkedCode;

/**
 * 所有的modifier
 * @see java.lang.reflect.Modifier */
","public enum ModifierR implements MarkedCode {
",public enum Modifier {
"package fr.gouv.beta.fabnum.kelrisks.persistance.referentiel.repository;

import fr.gouv.beta.fabnum.commun.persistance.IAbstractRepository;
import fr.gouv.beta.fabnum.kelrisks.transverse.referentiel.entities.ShortUrl;

import org.springframework.beans.factory.annotation.Qualifier;

/**
 * Un repository pour ShortUrl
 * Cette classe est utilisé par Spring data, elle facilite la réalisation des DAO en diminuant le code à écrire.
 * Chaque DAO fait appel au repository associé pour executer ses requêtes JPA (Hibernate)
 */
","@Qualifier(""shortUrlRepository"")
","public interface IShortUrlRepository extends IAbstractRepository<ShortUrl, Long> {"
"package fr.gouv.beta.fabnum.kelrisks.metier.referentiel.interfaces;


import fr.gouv.beta.fabnum.commun.metier.IAbstractCRUDService;
import fr.gouv.beta.fabnum.kelrisks.transverse.referentiel.entities.SiteIndustrielBasol;

import java.util.List;

import org.geolatte.geom.Geometry;

/**
 * Interface du Service qui gère les entités SiteIndustrielBasol
 */
","public interface ISiteIndustrielBasolService extends IAbstractCRUDService<SiteIndustrielBasol> {
",public interface ISiteIndustrielBasolService extends IAbstractCRUDService<SiteIndustrielBasol> {
"package top.totoro.sql.clap.batch;

/**
 * 批处理任务的执行模式，对用这数据库的增删改查，并且具有任务优先级。
 * 优先级 ： 插入 》 更新 》 删除 》 查询
 */
","public enum BatchMode {
",public enum BatchMode {
"package top.totoro.sql.clap.batch;

/**
 * 批处理任务的执行模式，对用这数据库的增删改查，并且具有任务优先级。
 * 优先级 ： 插入 》 更新 》 删除 》 查询
 */
public enum BatchMode {
    /* 批处理的模式 */
","    // 按优先级顺序
","INSERT,"
"package top.totoro.sql.clap.batch;

/**
 * 批处理任务的执行模式，对用这数据库的增删改查，并且具有任务优先级。
 * 优先级 ： 插入 》 更新 》 删除 》 查询
 */
public enum BatchMode {
    /* 批处理的模式 */
    // 按优先级顺序
","    INSERT, UPDATE, DELETE, SELECT,
","INSERT, UPDATE, DELETE, QUERY,"
"/**
 * カレンダー変換.
 * @author Global Solutions Co., Ltd.
 */
","package jp.co.gsol.oss.ical.data;
",public class CalendarConverter {
"package org.whirlplatform.component.client.selenium;

import com.google.gwt.user.client.ui.Widget;

/**
 * Интерфейс характеризует для компонента наличие обёрточного элемента.
 */
","public interface WrapperAware {
",public interface HasElement {
"package mz.lib.minecraft.bukkit.gui.inventory;

import mz.lib.minecraft.bukkit.module.IModule;
import mz.lib.minecraft.bukkit.wrappednms.*;
import org.bukkit.Bukkit;
import org.bukkit.entity.*;

import java.util.function.*;

/**
 * ChestUI
 */
","public abstract class ChestUI extends InventoryUI
",public class ChestUI extends GUI {
"package umbreon;

import battlecode.common.*;

// HUGELY TODO

","public class Amplifier extends Robot
",public class Umbreen extends RobotController {
"package cn.foxtech.device.protocol.v1.core.template;

/**
 * 配置模板接口
 */
","public interface ITemplate {
",public interface ConfigTemplate {
"package cn.foxtech.device.protocol.v1.core.template;

/**
 * 配置模板接口
 */
public interface ITemplate {
    /**
     * 系统级模板：代表的是文件格式
     *
     * @return 模板名称
     */
","    String getSysTemplateName();
",String getTemplate();
"package cn.foxtech.device.protocol.v1.core.template;

/**
 * 配置模板接口
 */
public interface ITemplate {
    /**
     * 系统级模板：代表的是文件格式
     *
     * @return 模板名称
     */
    String getSysTemplateName();

    /**
     * 装载JSON数据模型
     *
     * @param table 表名称
     */
","    void loadJsnModel(String table);
",void loadJsonModel(String table);
"package com.xm.comment.annotation;

import java.lang.annotation.*;

/**
 * 获取当前登录的用户信息
 */
","@Target({ElementType.PARAMETER})
","@Target({ElementType.PARAMETER, ElementType.METHOD})"
"package com.xm.comment.annotation;

import java.lang.annotation.*;

/**
 * 获取当前登录的用户信息
 */
@Target({ElementType.PARAMETER})
@Retention(RetentionPolicy.RUNTIME)
@Documented
public @interface AppType {

    /**
     * 是否必须存在
     * @return
     */
","    boolean necessary() default true;
",boolean required() default true;
